text,label
За их условно-светскими речами
Ты слышишь настоящие слова:

«Усталый друг, мне странно в этом зале». -
«Усталый друг, могила холодна». -
«Уж полночь». – «Да, но вы не приглашали
На вальс NN. Она в вас влюблена...»

А там – NN уж ищет взором страстным
Его, его – с волнением в крови...
В ее лице, девически прекрасном,
Бессмысленный восторг живой любви...

Он шепчет ей незначащие речи,
Пленительные для живых слова,
И смотрит он, как розовеют плечи,
Как на плечо склонилась голова...

И острый яд привычно-светской злости
С нездешней злостью расточает он...
«Как он умен! Как он в меня влюблен!»

В ее ушах – нездешний, странный звон:
То кости лязгают о кости.

19 февраля 1912


2

Ночь, улица, фонарь, аптека,
Бессмысленный и тусклый свет.
Живи еще хоть четверть века -
Всё будет так. Исхода нет.

Умрешь – начнешь опять сначала
И повторится всё, как встарь:
Ночь, ледяная рябь канала,
Аптека, улица, фонарь.

10 октября 1912


3

Пустая улица. Один огонь в окне.
Еврей-аптекарь охает во сне.

А перед шкапом с надписью Venena,
Хозяйственно согнув скрипучие колена,

Скелет, до глаз закутанный плащом,
Чего-то ищет, скалясь черным ртом...

Нашел... Но ненароком чем-то звякнул,
И череп повернул... Аптекарь крякнул,

Привстал – и на другой свалился бок...
А гость меж тем – заветный пузырек

Сует из-под плаща двум женщинам безносым
На улице, под фонарем белёсым.

Октябрь 1912


4

Старый, старый сон. Из мрака
Фонари бегут – куда?
Там – лишь черная вода,
Там – забвенье навсегда.

Тень скользит из-за угла,
К ней другая подползла.
Плащ распахнут, грудь бела,
Алый цвет в петлице фрака.

Тень вторая – стройный латник,
Иль невеста от венца?
Шлем и перья. Нет лица.
Неподвижность мертвеца.

В ворота’х гремит звонок,
Глухо щелкает замок.
Переходят за порог
Проститутка и развратник...

Воет ветер леденящий,
Пусто, тихо и темно.
Наверху горит окно.
Всё равно.

Как свинец, черна вода.
В ней забвенье навсегда.
Третий призрак. Ты куда,
Ты, из тени в тень скользящий?

7 февраля 1914


5

Вновь богатый зол и рад,
Вновь унижен бедный.
С кровель каменных громад
Смотрит месяц бледный,

Насылает тишину,
Оттеняет крутизну
Каменных отвесов,
Черноту навесов...

Всё бы это было зря,
Если б не было царя,
Чтоб блюсти законы.

Только не ищи дворца,
Добродушного лица,
Золотой короны.

Он – с далеких пустырей
В свете редких фонарей
Появляется.

Шея скручена платком,
Под дырявым козырьком
Улыбается.

7 февраля 1914",blok
"По берегу плелся больной человек.
С ним рядом ползла вереница телег.

В дымящийся город везли балаган,
Красивых цыганок и пьяных цыган.

И сыпали шутки, визжали с телег.
И рядом тащился с кульком человек.

Стонал и просил подвезти до села.
Цыганочка смуглую руку дала.

И он подбежал, ковыляя, как мог,
И бросил в телегу тяжелый кулек.

И сам надорвался, и пена у губ.
Цыганка  в телегу  взяла его труп.

С собой усадила  в телегу рядком,
И мертвый качался и падал ничком.

И с песней свободы везла до села.
И мертвого мужа жене отдала.

28 декабря 1903",blok
"По городу бегал черный человек.
Гасил он фонарики, карабкаясь на лестницу.

Медленный, белый подходил рассвет,
Вместе с человеком взбирался на лестницу.

Там, где были тихие, мягкие тени –
Желтые полоски вечерних фонарей,–

Утренние сумерки легли на ступени,
Забрались в занавески, в щели дверей.

Ах, какой бледный город на заре!
Черный человечек плачет на дворе.

Апрель 1903",blok
"По темному саду брожу я в тоске,
Следя за вечерней зарею,
И мыслю об ясном моем огоньке,
Что путь озарял мне порою.
Теперь он угас навсегда и во мгле
Туманной, таинственной скрылся,
Оставив  лишь память о строгом челе,
Где страсти восторг притаился.
Он, помню я, светил в морозной ночи,
Средь шумного города светил...
Не знал я, несчастный, что так горячи
Объятья,– и ей не ответил...
Она, распаленная страсти огнем,
Мне сердце расплавить хотела
И жгла меня ночью, светила мне днем,
Любовным желаньем кипела!
Но мыслью холодной я ум полонил,
И, только минутами, жарко
Я верил, я жаждал,– так страстно любил,
И страсть разгоралась так ярко!..

По темному саду брожу я в тоске,
Следя за вечерней зарею,
И мыслю об ясном моем огоньке,
Что путь озарял мне порою...

Июнь 1898
Шахматова",blok
"Моей матери

Повеселясь на буйном пире,
Вернулся поздно я домой;
Ночь тихо бродит по квартире,
Храня уютный угол мой.

Слились все лица, все обиды
В одно лицо, в одно пятно;
И ветр ночной поет в окно
Напевы сонной панихиды...

Лишь соблазнитель мой не спит;
Он льстиво шепчет: «Вот твой скит.
Забудь о временном, о пошлом
И в песнях свято лги о прошлом».

6 января 1912",blok
"Г. Чулкову

В окнах, занавешенных сетью мокрой пыли,
Тёмный профиль женщины наклонился вниз.
Серые прохожие усердно проносили
Груз вечерних сплетен, усталых стёртых лиц.

Прямо перед окнами – светлый и упорный –
Каждому прохожему бросал лучи фонарь.
И в дождливой сети – не белой, не чёрной –
Каждый скрывался – не молод и не стар.

Были как виденья неживой столицы –
Случайно, нечаянно вступающие в луч.
Исчезали спины, возникали лица,
Робкие, покорные унынью низких туч.

И – нежданно резко – раздались проклятья,
Будто рассекая полосу дождя:
С головой открытой – кто-то в красном платье
Поднимал на воздух малое дитя...

Светлый и упорный, луч упал бессменный –
И мгновенно женщина, ночных веселий дочь,
Бешено ударилась головой о стену,
С криком исступленья, уронив ребёнка в ночь...

И столпились серые виденья мокрой скуки.
Кто-то громко ахал, качая головой.
А она лежала на спине, раскинув руки,
В грязно-красном платье, на кровавой мостовой.

Но из глаз открытых – взор упорно-дерзкий
Всё искал кого-то в верхних этажах...
И нашёл – и встретился в окне у занавески
С взором тёмной женщины в узорных кружевах.

Встретились и замерли в беззвучном вопле взоры,
И мгновенье длилось... Улица ждала...
Но через мгновенье наверху упали шторы,
А внизу – в глазах открытых – сила умерла...

Умерла – и вновь в дождливой сети тонкой
Зычные, нестройные звучали голоса.
Кто-то поднял на руки кричащего ребёнка
И, крестясь, украдкой утирал глаза...

Но вверху сомнительно молчали стёкла окон.
Плотно-белый занавес пустел в сетях дождя.
Кто-то гладил бережно ребёнку мокрый локон.
Уходил тихонько. И плакал, уходя.

Январь 1905",blok
"Погибло всё. Палящее светило
По-прежнему вершит годов круговорот.
Под холмами тоскливая могила
О прежнем бытии прекрасном вопиет.
И черной ночью белый призрак ждет
Других теней безмолвно и уныло.

Ты обретешь, белеющая тень,
Толпы других, утративших былое.
Минует мочь, проснется долгий день –
Опять взойдет в своем палящем зное
Светило дня, светило огневое,
И будет жечь тоскующую сень.

1900",blok
"Погружался я в море клевера,
Окруженный сказками пчел.
Но ветер, зовущий с севера,
Мое детское сердце нашел.

Призывал на битву равнинную –
Побороться с дыханьем небес.
Показал мне дорогу пустынную,
Уходящую в темный лес.

Я иду по ней косогорами
И смотрю неустанно вперед,
Впереди с невинными взорами
Мое детское сердце идет.

Пусть глаза утомятся бессонные,
Запоет, заалеет пыль...
Мне цветы и пчелы влюбленные
Рассказали не сказку – быль.

18 февраля 1903",blok
"А под маской было звездно.
Улыбалась чья-то повесть,
Короталась тихо ночь.

И задумчивая совесть,
Тихо плавая над бездной,
Уводила время прочь.

И в руках, когда-то строгих,
Был бокал стеклянных влаг.
Ночь сходила на чертоги,
Замедляя шаг.

И позвякивали миги,
И звенела влага в сердце,
И дразнил зеленый зайчик
В догоревшем хрустале.

А в шкапу дремали книги.
Там – к резной старинной дверце
Прилепился голый мальчик
На одном крыле.

9 января 1907",blok
"Под шум и звон однообразный,
Под городскую суету
Я ухожу, душою праздный,
В метель, во мрак и в пустоту.

Я обрываю нить сознанья
И забываю, что’ и как...
Кругом – снега, трамваи, зданья,
А впереди – огни и мрак.

Что’, если я, завороженный,
Сознанья оборвавший нить,
Вернусь домой уничиженный, -
Ты можешь ли меня простить?

Ты, знающая дальней цели
Путеводительный маяк,
Простишь ли мне мои метели,
Мой бред, поэзию и мрак?

Иль можешь лучше: не прощая,
Будить мои колокола,
Чтобы распутица ночная
От родины не увела?

2 февраля 1909",blok
"Поднимались из тьмы погребов.
Уходили их головы в плечи.
Тихо выросли шумы шагов,
Словеса незнакомых наречий.

Скоро прибыли толпы других,
Волочили кирки и лопаты.
Расползлись по камням мостовых,
Из земли воздвигали палаты.

Встала улица, серым полна,
Заткалась паутинною пряжей.
Шелестя, прибывала волна,
Затрудняя проток экипажей.

Скоро день глубоко отступил,
В небе дальнем расставивший зори.
А незримый поток шелестил,
Проливаясь в наш город, как в море.

Мы не стали искать и гадать:
Пусть заменят нас новые люди!
В тех же муках рождала их мать,
Так же нежно кормила у груди...

В пелене отходящего дня
Нам была эта участь понятна...
Нам последний закат из огня
Сочетал и соткал свои пятна.

Не стерёг исступлённый дракон,
Не пылала под нами геенна.
Затопили нас волны времён,
И была наша участь – мгновенна.

10 сентября 1904",blok
"Дни и ночи я безволен,
Жду чудес, дремлю без сна.
В песнях дальних колоколен
Пробуждается весна.

Чутко веет над столицей
Угнетённого Петра.
Вечерница льнёт к деннице,
Несказанней вечера.

И зарёй – очам усталым
Предстоит, озарена,
За прозрачным покрывалом
Лучезарная Жена...

Вдруг летит с отвагой ратной –
В бранном шлеме голова –
Ясный, Кроткий, Златолатный,
Кем возвысилась Москва!

Ангел, Мученик, Посланец
Поднял звонкую трубу...
Слышу коней тяжкий танец,
Вижу смертную борьбу...

Светлый Муж ударил Деда!
Белый – чёрного коня!..
Пусть последняя победа
Довершится без меня!..
Я бегу на воздух вольный,
Жаром битвы утомлён...
Бейся, колокол раздольный,
Разглашай весенний звон!

Чуждый спорам, верный взорам
Девы алых вечеров,
Я опять иду дозором
В тень узорных теремов:

Не мелькнёт ли луч в светлице?
Не зажгутся ль терема?
Не сойдёт ли от божницы
Лучезарная Сама?

22 февраля 1904",blok
"Поет, краснея, медь. Над горном
Стою – и карлик служит мне;
Согбенный карлик в платье черном,
Какой являлся мне во сне.

Сбылось немного – слишком много,
И в гроб переплавляю медь.
Я сам открыл себе дорогу,
Не в силах зной преодолеть.

Последним шествием украшен,
Склонюсь под красный балдахин.
И прогремят останки башен
С моих довременных вершин.

И вольно – смуглая гадалка,
Спеша с потехи площадной,
Швырнет под сени катафалка
Свой воскрешающий запой.

Тогда – огромен бледным телом –
Я красной медью зазвучу.
И предо мною люди в белом
Поставят бледную свечу.

4 июля 1904",blok
"Понеслись, блеснули в очи
Огневые языки,
Золотые брызги ночи,
Городские мотыльки.

Зданье дымом затянуло,
Толпы тёмные текут...
Но вдали несутся гулы,
Светы новые бегут...

Крики брошены горстями
Золотых монет.
Над вспенёнными конями
Факел стелет красный свет.

И, крутя живые спицы,
Мчатся вихрем колесницы,
Впереди скакун с трубой
Над испуганной толпой.

Скок по камню тяжко звонок,
Голос хриплой меди тонок,
Расплеснулась, широка,
Гулкой улицы река.

На блистательные шлемы
Каплет снежная роса...
Дети ночи чёрной – где мы?..
Чьи взывают голоса?..

Нет, опять погаснут зданья,
Нет, опять он обманул, –
Отдалённого восстанья
Надвигающийся гул...

Декабрь 1906",blok
"Поздней осенью из гавани
От заметенной снегом земли
В предназначенное плаванье
Идут тяжелые корабли.

В черном небе означается
Над водой подъемный кран,
И один фонарь качается
На оснеженном берегу.

И матрос, на борт не принятый,
Идет, шатаясь, сквозь буран.
Всё потеряно, всё выпито!
Довольно – больше не могу...

А берег опустелой гавани
Уж первый легкий снег занес...
В самом чистом, в самом нежном саване
Сладко ли спать тебе, матрос?

14 ноября 1909",blok
"Пока спокойною стопою
Иду, и мыслю, и пою,
Смеюсь над жалкою толпою
И вздохов ей не отдаю.
Пока душа еще согрета,
И рок велит в себе беречь
И дар незыблемый поэта,
И сцены выспреннюю речь...

28 ноября 1899",blok
"Поклонник Эллинов – я лиру забывал,
Когда мой путь ты словом преграждала.
Я пред тобой о счастьи воздыхал,
И ты презрительно молчала.

И я горел душой, а ты была темна.
И я, в страданьи безответном,
Я мнил: когда-нибудь единая струна
На зов откликнется приветно.

Но ты в молчании прошла передо мной
И, как тогда, одним напоминаньем
Ты рвешь теперь и мучаешь порой
Мои эллинские признанья.

12 октября 1900",blok
"Покойник спать ложится
На белую постель.
В окне легко кружится
Спокойная метель.
Пуховым ветром мчится
На снежную постель.

Снежинок легкий пух
Куда летит, куда?
Прошли, прошли года,
Прости, бессмертный дух,
Мятежный взор и слух!
Настало никогда.

И отдых, милый отдых
Легко прильнул ко мне.
И воздух, вольный воздух
Вздохнул на простыне.
Прости, крылатый дух!
Лети, бессмертный пух!

3 февраля 1909",blok
"Покраснели и гаснут ступени.
Ты сказала сама: «Приду».
У входа в сумрак молений
Я открыл мое сердце – Жду.

Что скажу я тебе – не знаю.
Может быть, от счастья умру.
Но огнем вечерним сгорая,
Привлеку и тебя к костру.

Расцветает красное пламя.
Неожиданно сны сбылись.
Ты идешь. Над храмом, над нами
Беззакатная глубь и высь.

25 декабря 1902",blok
"Полный месяц встал над лугом
Неизменным дивным кругом,
Светит и молчит.
Бледный, бледный луг цветущий,
Мрак ночной, по нем ползущий,
Отдыхает, спит.
Жутко выйти на дорогу:
Непонятная тревога
Под луной царит.
Хоть и знаешь: утром рано
Солнце выйдет из тумана,
Поле озарит,
И тогда пройдешь тропинкой,
Где под каждою былинкой
Жизнь кипит.

21 июля 1898
с. Шахматова",blok
"Полюби эту вечность болот:
Никогда не иссякнет их мощь.
Этот злак, что сгорел,– не умрет.
Этот куст – без нетления – тощ.

Эти ржавые кочки и пни
Знают твой отдыхающий плен.
Неизменно предвечны они,–
Ты пред Вечностью полон измен.

Одинокая участь светла.
Безначальная доля свята.
Это Вечность Сама снизошла
И навеки замкнула уста.

3 июня 1905",blok
"Помните день безотрадный и серый,
Лист пожелтевший во мраке зачах...
Всё мне: Любовь и Надежда и Вера
В Ваших очах!

Помните  лунную ночь голубую,
Шли  мы, и песня  звучала  впотьмах...
Я схоронил эту песню живую
В Ваших очах!

Помните счастье:  давно отлетело
Грустное счастье на быстрых крылах,
Только и жило оно и горело
В Ваших очах!

21 апреля 1899",blok
"к. м. с.

Помнишь ли город тревожный,
Синюю дымку вдали?
Этой дорогою ложной
Молча с тобою мы шли...
Шли мы – луна поднималась
Выше из темных оград,
Ложной дорога казалась –
Я не вернулся назад.
Наша любовь обманулась,
Или стезя увлекла –
Только во мне шевельнулась
Синяя города мгла...
Помнишь ли город тревожный,
Синюю дымку вдали?
Этой дорогою ложной
Мы безрассудно пошли...

23 августа 1899",blok
"Пора вернуться к прежней битве,
Воскресни дух, а плоть усни!
Сменим стояньем на молитве
Все эти счастливые дни!

Но сохраним в душе глубоко
Все эти радостные дни:
И ласки девы черноокой,
И рампы светлые огни!

22 октября 1900",blok
"Порою мне любовь сулят
И нежно в очи  мне глядят,

Порой грущу я одинок,
Как вихрем сорванный листок,

Но с прежних дней красавиц власть
Тревожит в бедном сердце страсть!..

24 апреля 1899",blok
"Г о л о с

То не ели, не тонкие ели
На закате подъемлют кресты,
То в дали снеговой заалели
Мои нежные, милый, персты.

Унесенная белой метелью
В глубину, в бездыханность мою, –
Вот я вновь над твоею постелью
Наклонилась, дышу, узнаю...

Я сквозь ночи, сквозь долгие ночи,
Я сквозь темные ночи – в венце.
Вот они – еще синие очи
На моем постаревшем лице!

В твоем голосе – возгласы моря,
На лице твоем – жала огня,
Но читаю в испуганном взоре,
Что ты помнишь и любишь меня.

В т о р о й  г о л о с

Старый дом мой пронизан метелью,
И остыл одинокий очаг.
Я привык, чтоб над этой постелью
Наклонялся лишь пристальный враг.

И душа для видений ослепла,
Если вспомню, – лишь ветр налетит,
Лишь рубин раскаленный из пепла
Мой обугленный лик опалит!

Я не смею взглянуть в твои очи,
Всё, что было, – далёко оно.
Долгих лет нескончаемой ночи
Страшной памятью сердце полно.

Сентябрь 1910
С. Шахматово",blok
"ЮРИЮ ВЕРХОВСКОМУ
(При получении «Идиллий и элегий»)

Дождь мелкий, разговор неспешный,
Из-под цилиндра прядь волос,
Смех легкий и немножко грешный –
Ведь так при встречах повелось?

Но вот – какой-то светлый гений
С туманным факелом в руке
Занес ваш дар в мой дом осенний,
Где я – в тревоге и в тоске.

И в шуме осени суровом
Я вспомнил вас, люблю уже
За каждый ваш намек о новом
В старинном, грустном чертеже.

Мы посмеялись, пошутили,
И всем придется, может быть,
Сквозь резвость томную идиллий
В ночь скорбную элегий плыть.

Сентябрь 1910


ВАЛЕРИЮ БРЮСОВУ
(При получении «Зеркала теней»)

И вновь, и вновь твой дух таинственный
В глухой ночи, в ночи пустой
Велит к твоей мечте единственной
Прильнуть и пить напиток твой.

Вновь причастись души неистовой,
И яд, и боль, и сладость пей,
И тихо книгу перелистывай,
Впиваясь в зеркало теней...

Пусть, несказанной мукой мучая,
Здесь бьется страсть, змеится грусть,
Восторженная буря случая
Сулит конец, убийство – пусть!

Что жизнь пытала, жгла, коверкала,
Здесь стало легкою мечтой,
И поле траурного зеркала
Прозрачной стынет красотой...

А красотой без слов повелено:
«Гори, гори. Живи, живи.
Пускай крыло души прострелено –
Кровь обагрит алтарь любви».

20 марта 1912


ВЛАДИМИРУ БЕСТУЖЕВУ
(Ответ)

Да, знаю я: пронзили ночь отвека
Незримые лучи.
Но меры нет страданью человека,
Ослепшего в ночи!

Да, знаю я, что в тайне – мир прекрасен
(Я знал Тебя, Любовь!),
Но этот шар над льдом жесток и красен,
Как гнев, как месть, как кровь!

Ты ведаешь, что некий свет струится,
Объемля всё до дна,
Что ищет нас, что в свисте ветра длится
Иная тишина...

Но страннику, кто снежной ночью полон,
Кто загляделся в тьму,
Приснится, что не в вечный свет вошел он,
А луч сошел к нему.

23 марта 1912


ВЯЧЕСЛАВУ ИВАНОВУ

Был скрипок вой в разгаре бала.
Вином и кровию дыша,
В ту ночь нам судьбы диктовала
Восстанья страшная душа.

Из стран чужих, из стран далеких
В наш огнь вступивши снеговой,
В кругу безумных, томнооких
Ты золотою встал главой.

Слегка согбен, не стар, не молод,
Весь – излученье тайных сил,
О, скольких душ пустынный холод
Своим ты холодом пронзил!

Был миг – неведомая сила,
Восторгом разрывая грудь,
Сребристым звоном оглушила,
Секучим снегом ослепила,
Блаженством исказила путь!

И в этот миг, в слепящей вьюге,
Не ведаю, в какой стране,
Не ведаю, в котором круге,
Твой странный лик явился мне...

И я, дичившийся доселе
Очей пронзительных твоих,
Взглянул... И наши души спели
В те дни один и тот же стих.

Но миновалась ныне вьюга.
И горькой складкой те года
Легли на сердце мне. И друга
В тебе не вижу, как тогда.

Как в годы юности, не знаю
Бездонных чар твоей души...
Порой, как прежде, различаю
Песнь соловья в твоей глуши...

И много чар, и много песен,
И древних ликов красоты...
Твой мир, поистине, чудесен!
Да, царь самодержавный – ты.

А я, печальный, нищий, жесткий,
В час утра встретивший зарю,
Теперь на пыльном перекрестке
На царский поезд твой смотрю.

18 апреля 1912


АННЕ АХМАТОВОЙ

«Красота страшна» – Вам скажут, –
Вы накинете лениво
Шаль испанскую на плечи,
Красный розан – в волосах.

«Красота проста» – Вам скажут, –
Пестрой шалью неумело
Вы укроете ребенка,
Красный розан – на полу.

Но, рассеянно внимая
Всем словам, кругом звучащим,
Вы задумаетесь грустно
И твердите про себя:

«Не страшна и не проста я;
Я не так страшна, чтоб просто
Убивать; не так проста я,
Чтоб не знать, как жизнь страшна».

16 декабря 1913",blok
"Боль проходит понемногу,
Не навек она дана.
Есть конец мятежным стонам.
Злую муку и тревогу
Побеждает тишина.

Ты смежил больные вежды,
Ты не ждешь – она вошла.
Вот она – с хрустальным звоном
Преисполнила надежды,
Светлым кругом обвела.

Слышишь ты сквозь боль мучений,
Точно друг твой, старый друг,
Тронул сердце нежной скрипкой?
Точно легких сновидений
Быстрый рой домчался вдруг?

Это – легкий образ рая,
Это – милая твоя.
Ляг на смертный одр с улыбкой,
Тихо грезить, замыкая
Круг постылый бытия.

Протянуться без желаний,
Улыбнуться навсегда,
Чтоб в последний раз проплыли
Мимо, сонно, как в тумане,
Люди, зданья, города...

Чтобы звуки, чуть тревожа
Легкой музыкой земли,
Прозвучали, потомили
Над последним миром ложа
И в иное увлекли...

Лесть, коварство, слава, злато -
Мимо, мимо, навсегда...
Человеческая тупость –
Всё, что мучило когда-то,
Забавляло иногда...

И опять – коварство, слава,
Злато, лесть, всему венец –
Человеческая глупость,
Безысходна, величава,
Бесконечна... Что ж, конец?

Нет... еще леса, поляны,
И проселки, и шоссе,
Наша русская дорога,
Наши русские туманы,
Наши шелесты в овсе...

А когда пройдет всё мимо,
Чем тревожила земля,
Та, кого любил ты много,
Поведет рукой любимой
В Елисейские поля.

14 мая 1914",blok
"Ранним утром, когда люди ленились шевелиться,
Серый сон предчувствуя последних дней зимы,
Пробудились в комнате мужчина и блудница,
Медленно очнулись среди угарной тьмы.

Утро копошилось. Безнадёжно догорели свечи,
Оплывший огарок маячил в оплывших глазах.
За холодным окном дрожали женские плечи,
Мужчина перед зеркалом расчёсывал пробор в волосах.

Но серое утро уже не обмануло:
Сегодня была она, как смерть, бледна.
Ещё вечером у фонаря её лицо блеснуло,
В этой самой комнате была влюблена.

Сегодня безобразно повисли складки рубашки,
На всём был серый постылый налёт.
Углами торчала мебель, валялись окурки, бумажки,
Всех ужасней в комнате был красный комод.

И вдруг влетели звуки. Верба, раздувшая почки,
Раскачнулась под ветром, осыпая снег.
В церкви ударил колокол. Распахнулись форточки,
И внизу стал слышен торопливый бег.

Люди суетливо выбегали за ворота
(Улицу скрывал дощатый забор).
Мальчишки, женщины, дворники заметили что-то,
Махали руками, чертя незнакомый узор.

Бился колокол. Гудели крики, лай и ржанье.
Там, на грязной улице, где люди собрались,
Женщина-блудница - от ложа пьяного желанья -
На коленях, в рубашке, поднимала руки ввысь...

Высоко - над домами - в тумане снежной бури,
На месте полуденных туч и полунощных звёзд,
Розовым зигзагом в развёрстой лазури
Тонкая рука распластала тонкий крест.

3 февраля 1904",blok
"Последний пурпур догорал,
Последний ветр вздохнул глубоко,
Разверзлись тучи, месяц встал,
Звучала песня издалёка.

Все упованья юных лет
Восстали ярче и чудесней,
Но скорбью полнилась в ответ
Душа, истерзанная песней.

То старый бог блеснул вдали,
И над зловещею зарницей
Взлетели к югу журавли
Протяжно плачущей станицей.

4 августа 1900",blok
"Потемнели, поблекли залы.
Почернела решетка окна.
У дверей шептались вассалы:
«Королева, королева больна».

И король, нахмуривший брови,
Проходил без пажей и слуг.
И в каждом брошенном слове
Ловили смертный недуг.

У дверей затихнувшей спальни
Я плакал, сжимая кольцо.
Там – в конце галереи дальней
Кто-то вторил, закрыв лицо.

У дверей Несравненной Дамы
Я рыдал в плаще голубом.
И, шатаясь, вторил тот самый –
Незнакомец с бледным лицом.

4 февраля 1903",blok
"Похоронят, зароют глубоко,
Бедный холмик травой порастет,
И услышим: далёко, высоко
На земле где-то дождик идет.

Ни о чем уж мы больше не спросим,
Пробудясь от ленивого сна.
Знаем: если не громко – там осень,
Если бурно – там, значит, весна.

Хорошо, что в дремотные звуки
Не вступают восторг и тоска,
Что от муки любви и разлуки
Упасла гробовая доска.

Торопиться не надо, уютно;
Здесь, пожалуй, надумаем мы,
Что под жизнью беспутной и путной
Разумели людские умы.

18 октября 1915",blok
"Старый розовый куст, колючий, пыльный, без листьев,
Грустно качал головой у подножья   высокой   бойницы.
Роза последняя пышно цвела вчера еще утром,
Рыцарь розу сорвал, он сорвал ее не для милой.
Листья ветер разнес и носит их по оврагу,
Лишь остались шипы, и бедные прутья со злобой
В окна бойницы ползут,  но тщетно ищут добычи.
Бедный рыцарь!  Он плачет горько на   башне высокой,
Слезы роняет одну за другой,  и катятся крупные слезы
Вдоль по старой стене на  ветви страдающей розы...

Сорван цветок. Она не вернется. Сердце разбито.
Меч заржавел, просится  в бой на страшную сечу,
Кончено всё. Счастье  в  могиле.  В  тоске безотчетной
Рыцарь плачет,  и плачет бедный розовый куст.
Оба страдают.  Один потерял свою розу,
Розу,  алевшую в ярких лучах холодного утра...
Розу другую другой потерял;  эта пышная роза
Ярко алела  в лучах любви и безбрежного счастья...

Так, тоскуя, томясь, они время свое проводили,
Ночь ли спускалась, утро ль свежело, день ли в сверканьи
Радостных красок  всходил,  или  вечер бойницу багрянил.
Задоок заснул. Уснули они, в тяжелой дремоте.
Всё было тихо. Лишь изредка камень срывался
С ветхой стены и, гремя, пропадал в глубоком овраге...

Раз,  в прекрасное утро, когда любопытное солнце
Встало и, тихо скользя по стенам высоким,
В розу ударило,– роза раскрылась:  зеленых побегов
Сотни бегут по колючим ветвям всё выше  и  выше...
Был один засохший цветок,  никем не примеченный, бледный,
Он раскрылся и весь засиял, и  яркая роза
Рыцарю в окна дохнула своим   ароматным   дыханьем...
Рыцарь спал. На бледных ланитах играла улыбка:
Сон он видел чудесный: он слышал: чудные звуки
Стройно носились вокруг, и мрак окутывал землю.

Образ чудный витал во мраке яркой звездою.
Звуки всё расширялись, внезапно из тесного мира
Хлынули в душу ему, и разом в душе отозвались
Струны незримые. Тут мелодия дивная смолкла,
